Rodrigo Albano,personal,Flexitariana,
Don Carlo Alvir,personal,Vegetariana,
Leanndro Amorim,personal,Flexitariana,
Seshadri Anand,personal,Flexitariana,
Blake Anderson,personal,Flexitariana,
Schuyler Anderson,personal,Apt sa manance orice,
Edwin Arismendez,personal,Apt sa manance orice,
Jessica Bayliss,personal,Apt sa manance orice,
Sudhakar Bhavanasi,personal,Flexitariana,
Alan Bisht,personal,Apt sa manance orice,
William Blanchette,personal,Flexitariana,
Jordan Boulais,personal,Flexitariana,
J. Alan Bradshaw,personal,Apt sa manance orice,
Peter Braeley,personal,Vegetariana,
Charlotte Breton,personal,Apt sa manance orice,
Alex Bronfman,personal,Vegetariana,
Jonathan Bronfman,personal,Flexitariana,
Dennis Chan,personal,Flexitariana,
Hardik Chauhan,personal,Flexitariana,
Molly Chen,personal,Vegetariana,
Sujesh V. Chitty,personal,Flexitariana,
Nolan Conrad,personal,Apt sa manance orice,
Andr�s Couturier,personal,Flexitariana,
Madhu Dasyapu,personal,Flexitariana,
Rodrigo de Angelis,personal,Vegetariana,
Sofia Diaz,personal,Flexitariana,
Maya Dumont-Deslandes,personal,Vegetariana,
Abdullah Ecirli,personal,Flexitariana,
Manoj Kumar Elangovan,personal,Apt sa manance orice,
Michael Enzbrunner,personal,Apt sa manance orice,
Timothy Fleur,personal,Flexitariana,
Adam Fok,personal,Apt sa manance orice,
Gil Franco,personal,Flexitariana,
Emily Funk,personal,Vegetariana,
Antonio Gallardo,personal,Flexitariana,
Gregory Galliani,personal,Flexitariana,
Igor Garanovschii,personal,Vegetariana,
Kunal Ghai,personal,Apt sa manance orice,
Rakan Ghresi,personal,Flexitariana,
Jimmy Gill,personal,Vegetariana,
Yash Gowda,personal,Flexitariana,
Jameer Haider,personal,Flexitariana,
Lewis Hawkes,personal,Vegetariana,
Jim Hillin,personal,Flexitariana,
Curtis Hsiung,personal,Flexitariana,
Chen Kuang Hsu,personal,Apt sa manance orice,
Salvatore Iamonte,personal,Flexitariana,
Pragati Jana,personal,Flexitariana,
Juyong Jeon,personal,Vegetariana,
Kenny Jia,personal,Flexitariana,
Laszlo Kalbache,personal,Vegetariana,
Ashraf Karim,personal,Flexitariana,
Sharad Kate,personal,Apt sa manance orice,
Min Kim,personal,Vegetariana,
Jamie Knoop,personal,Vegetariana,
Ashwini Lad,personal,Vegetariana,
Nadege Lagueux-Beloin,personal,Flexitariana,
Tukaram Landbale,personal,Flexitariana,
Dany Lebrasseur,personal,Apt sa manance orice,
Kate T.C. Lin,personal,Vegetariana,
Matthias Lowry,personal,Apt sa manance orice,
Jimmy Lue,personal,Apt sa manance orice,
Jim Maxwell,personal,Flexitariana,
Jay Mehta,personal,Apt sa manance orice,
Kristine Middlemiss,personal,Flexitariana,
Ali Mio,personal,Flexitariana,
Guto Miranda,personal,Vegetariana,
Vashishta Mohit,personal,Flexitariana,
Lon Molnar,personal,Flexitariana,
Jose Ignacio Narv�ez Monroy,personal,Flexitariana,
Atyeb Muneer,personal,Vegetariana,
Ganesh Ramdas Nalle,personal,Flexitariana,
Michael Naphan,personal,Flexitariana,
Marla Oriol,personal,Apt sa manance orice,
Daksh Pandya,personal,Flexitariana,
Niki Patterson,personal,Flexitariana,
Aravind Pauldurai,personal,Vegetariana,
Victor Perez,personal,Vegetariana,
Navin Pinto,personal,Flexitariana,
Norman Ran,personal,Vegetariana,
Parastu Rezaie,personal,Flexitariana,
Jean-Christophe Rodier,personal,Flexitariana,
Dmitry Ryabchuk,personal,Flexitariana,
Maryam Salehi,personal,Vegetariana,
Rajvinder Sandhu,personal,Vegetariana,
Eric Sanford,personal,Flexitariana,
Rohan Sapkal,personal,Flexitariana,
Alexandre Savard-Boisvert,personal,Vegetariana,
Mark Schreiber,personal,Apt sa manance orice,
Aryan Sehgal,personal,Flexitariana,
Ronak Shah,personal,Vegetariana,
Neelima Sharma,personal,Flexitariana,
Vishal Shitole,personal,Vegetariana,
Casey Sincic,personal,Flexitariana,
Lovelesh Singh,personal,Vegetariana,
Kalpana Mahapatro Siromani,personal,Vegetariana,
Joseph Soloway,personal,Flexitariana,
Meredith Sproul,personal,Vegetariana,
Danny Testani,personal,Apt sa manance orice,
Ali Thaheem,personal,Vegetariana,
Hyacinthe Thomas,personal,Flexitariana,
Phillip Thomas,personal,Vegetariana,
Susana Vasquez,personal,Apt sa manance orice,
Marcus Vinicius,personal,Flexitariana,
Louis Vottero,personal,Vegetariana,
Tina Vuu,personal,Vegetariana,
Tanja Wax,personal,Apt sa manance orice,
Christina Wise,personal,Vegetariana,
Jill Wu,personal,Apt sa manance orice,
Alphonso Young,personal,Vegetariana,
Refo Yovarda,personal,Flexitariana,
Virpalsinh Zala,personal,Vegetariana,
Abin Abraham,personal,Flexitariana,
Adrian Bobb,personal,Apt sa manance orice,
Eddie Bonin,personal,Flexitariana,
R�mi Bruschini,personal,Vegetariana,
Binod Kumar Das,personal,Apt sa manance orice,
Tiago Foa,personal,Apt sa manance orice,
Jaime Fok,personal,Apt sa manance orice,
J.P. Giamos,personal,Vegetariana,
Martin Hesselink,personal,Vegetariana,
Rushikesh Chandrashekhar Kamble,personal,Apt sa manance orice,
Daniel May,personal,Vegetariana,
Rachad Meya,personal,Apt sa manance orice,
Shoupal Panda,personal,Flexitariana,
Josephin Peichl,personal,Apt sa manance orice,
Rakesh,personal,Vegetariana,
Kim Rampaul,personal,Vegetariana,
Saha Saikat,personal,Flexitariana,
Seema Schere,personal,Vegetariana,
Surajit Senapati,personal,Flexitariana,
Satyendra Sharma,personal,Flexitariana,
Prathamesh Ashok Waykole,personal,Vegetariana,
Dean Wright,personal,Apt sa manance orice,
Dylan Botnarenko,personal,Flexitariana,
Arjun Jasmeet Chawla,personal,Flexitariana,
Dennis Tae Wook Kim,personal,Vegetariana,
Hoss Ghaith,personal,Vegetariana,
Solyi Ha,personal,Flexitariana,
Caylee Han,personal,Vegetariana,
Krista Wettlaufer,personal,Vegetariana,
Christopher Lee Zammit,personal,Vegetariana,
Felipe Baldo,personal,Vegetariana,
Marc-Antoine Blais,personal,Flexitariana,
Adrien Francomme,personal,Vegetariana,
Eduardo Gon�alves,personal,Vegetariana,
Alexander Greenberg,personal,Apt sa manance orice,
Prashant Jain,personal,Apt sa manance orice,
Hossein Karamian,personal,Flexitariana,
Giuseppe Motta,personal,Apt sa manance orice,
Chokkarapu Sai Pradeep,personal,Vegetariana,
Pedro Roloff,personal,Apt sa manance orice,
Ilija Sazdovski,personal,Flexitariana,
Jason Schick,personal,Flexitariana,
Christa Tazzeo,personal,Vegetariana,
Sekh Batul Ali,personal,Flexitariana,
Luca Buonopane,personal,Vegetariana,
Julian Fadalti,personal,Flexitariana,
Nitin Garg,personal,Flexitariana,
Avinash Kodali,personal,Apt sa manance orice,
Genevieve Morneau,personal,Vegetariana,
Alex Park,personal,Vegetariana,
Evan Roberts,personal,Vegetariana,
Pavankumar Sagiraju,personal,Vegetariana,
Yulia Segura,personal,Flexitariana,
Amarjit Singha,personal,Flexitariana,
Brett Chan,personal,Apt sa manance orice,
Ionut Cotruta,personal,Apt sa manance orice,
Jason Ng,personal,Vegetariana,
Jenny Umbhau,personal,Flexitariana,
Fanel Ursu,personal,Vegetariana,
Andrei Vintileanu,personal,Vegetariana,
Daniel Visan,personal,Flexitariana,
Nailah Johnson,personal,Apt sa manance orice,
Kinga Kives,personal,Flexitariana,
Alexandre Lopoka,personal,Flexitariana,
Milena Brewster,personal,Vegetariana,
Maxime Coulon,personal,Vegetariana,
Gabrielle Anne Desy,personal,Flexitariana,
Victoria Goodman,personal,Apt sa manance orice,
Daniel Himschoot,personal,Apt sa manance orice,
Matt Kennedy,personal,Apt sa manance orice,
Kaanchana Kerr,personal,Apt sa manance orice,
Darlene Pineda,personal,Vegetariana,
Phedra Syndelle,personal,Apt sa manance orice,
Alexandra Vilcsek,personal,Vegetariana,
Don�t B�nkuti,personal,Apt sa manance orice,
Vlad Cioplea,personal,Vegetariana,
David Dorohoianu,personal,Vegetariana,
Omar Dughouz,personal,Apt sa manance orice,
D�niel Farkas,personal,Vegetariana,
Robert Fenichiu,personal,Vegetariana,
Cristi Fratoaica,personal,Vegetariana,
Toni Ilinca,personal,Apt sa manance orice,
Ochiana Ionut,personal,Flexitariana,
Andrei Karastanef,personal,Apt sa manance orice,
Brad Larner,personal,Apt sa manance orice,
Tudor Lucaciu,personal,Apt sa manance orice,
Radu Marinescu,personal,Vegetariana,
Florin Mihalache,personal,Apt sa manance orice,
Mihai Adrian Olteanu,personal,Apt sa manance orice,
Andrei Petrescu,personal,Vegetariana,
Liviu Pojoni Jr.,personal,Apt sa manance orice,
Florea Andrei Stefan,personal,Flexitariana,
Viorel Stefan,personal,Flexitariana,
Adelina Vancea,personal,Vegetariana,
Petre Victor,personal,Flexitariana,
Rob Arrowsmith,personal,Apt sa manance orice,
Andrei Cretan,personal,Apt sa manance orice,
Fabrizio Sciarra,personal,Flexitariana,
Boroka Biro,personal,Flexitariana,
Valdas Gulbinauskas,personal,Apt sa manance orice,
Matei Popa,personal,Apt sa manance orice,
S�ndor �rkus,personal,Vegetariana,
Cornel Biciu,personal,Flexitariana,
Neil Bradley,personal,Vegetariana,
Alexandru Durac,personal,Vegetariana,
Sarbu Gigi,personal,Apt sa manance orice,
Ben Parish,personal,Flexitariana,
Aurelian Radu,personal,Flexitariana,
Ian Seabrook,personal,Apt sa manance orice,
Constantin Stan,personal,Flexitariana,
Alexandru Bogdan Stefan,personal,Vegetariana,
Bal�zs V�rszegi,personal,Apt sa manance orice,
Jens Winkler,personal,Vegetariana,
Catalin Popa,personal,Vegetariana,
Peter Driscoll,personal,Flexitariana,
Whitney Strouth,personal,Flexitariana,
Emily Bohbrink,personal,Flexitariana,
Sin�ad Donnelly,personal,Apt sa manance orice,
Radu Dragoi,personal,Flexitariana,
Frankie Fearis,personal,Flexitariana,
Olissa Rogers,personal,Vegetariana,
Chandra Ruegg,personal,Flexitariana,
Fiona Weir,personal,Apt sa manance orice,
Sarah Wilson,personal,Vegetariana,
Maddalena Zuppetta,personal,Flexitariana,
George Ludlow,personal,Apt sa manance orice,
Ioana Albaiu,personal,Flexitariana,
Madalina Anton,personal,Apt sa manance orice,
Mattia Bionda,personal,Vegetariana,
Mariana Bujoi,personal,Vegetariana,
Maria Ciucanu,personal,Apt sa manance orice,
Ylenia Comerci,personal,Apt sa manance orice,
Lavinia Dedu,personal,Flexitariana,
Constantinescu Denisa,personal,Flexitariana,
Andreea Dinu,personal,Flexitariana,
Maria Endara,personal,Apt sa manance orice,
Cristina Ghergheli,personal,Flexitariana,
Megan Howell,personal,Vegetariana,
Daniela Ilin,personal,Vegetariana,
Benjamin Ip,personal,Apt sa manance orice,
Ana Lazar,personal,Vegetariana,
Paula Lazaroni,personal,Vegetariana,
Twan Lentjes,personal,Apt sa manance orice,
Ioana Mihailescu,personal,Vegetariana,
Alessio O'Driscoll,personal,Flexitariana,
Ioana Somanescu,personal,Flexitariana,
Bobby Soutar,personal,Flexitariana,
Mark Sutherland,personal,Apt sa manance orice,
Beth Tilley,personal,Vegetariana,
Jess Willcock-Stow,personal,Apt sa manance orice,
Elizabeta Zainea,personal,Vegetariana,
Marta Airoli,personal,Flexitariana,
Ian Frazer Wallace,personal,Apt sa manance orice,
Adina Bucur,personal,Flexitariana,
Claudia Littlefield,personal,Apt sa manance orice,
Alina Caprian,personal,Vegetariana,
Madison D'Urbano,personal,Apt sa manance orice,
Bogdan Geambasu,personal,Vegetariana,
Katherine Hul,personal,Apt sa manance orice,
Razvan Ilinca,personal,Flexitariana,
Tom Mayclim,personal,Flexitariana,
Ian Passy,personal,Flexitariana,
Sebastian Plamadeala,personal,Vegetariana,
Carmen Rizac,personal,Apt sa manance orice,
Joanne Rourke,personal,Flexitariana,
Alexandru Stoica,personal,Apt sa manance orice,
Ian Sullivan,personal,Flexitariana,
Lavinia Terletchi,personal,Apt sa manance orice,
Viktorija Tupikaite,personal,Vegetariana,
Motassem Younes,personal,Flexitariana,
Galina Chakarova,personal,Vegetariana,
Mihai Cosmin Popa,personal,Flexitariana,
Paul G. Day,personal,Flexitariana,
Cristi Dogaru,personal,Flexitariana,
Calin Hagima,personal,Vegetariana,
Tracey Savein,personal,Apt sa manance orice,
Alex Molea,personal,Vegetariana,
Mircea Paraschiv,personal,Flexitariana,
Florin Patrascu,personal,Flexitariana,
Chris Bacon,personal,Flexitariana,
Sarah Chapeck,personal,Flexitariana,
Norbert Elek,personal,Apt sa manance orice,
